InvoiceID,InvoiceDate,TotalAmount,CusID
892,2022-11-04,170.9,950
893,2022-08-24,133.1,864
894,2020-04-07,62.1,608
895,2021-06-27,159.7,201
896,2022-03-09,79.2,990
897,2023-04-30,161.9,313
898,2021-07-09,178.5,511
899,2020-07-26,179.60000000000002,193
900,2022-09-19,70.1,417
901,2021-07-20,36.5,552
902,2021-04-06,130.5,394
903,2023-08-09,104.9,186
904,2022-02-18,87.0,620
905,2022-08-14,61.900000000000006,752
906,2023-01-23,191.4,852
907,2023-07-22,63.7,25
908,2021-10-10,35.4,266
909,2023-07-11,95.5,48
910,2022-12-28,144.5,602
911,2022-12-05,83.1,715
912,2023-04-14,89.8,410
913,2022-09-25,67.7,628
914,2022-11-25,83.80000000000001,878
915,2021-05-09,244.0,151
916,2022-10-12,76.8,579
917,2022-01-14,109.10000000000001,898
918,2021-09-29,187.8,591
919,2023-09-12,155.3,593
920,2022-06-01,149.7,136
921,2020-04-13,81.80000000000001,334
922,2021-10-19,113.9,239
923,2021-11-23,96.7,26
924,2022-09-12,120.3,887
925,2021-02-04,71.0,426
926,2020-03-07,117.60000000000001,857
927,2020-02-26,63.6,841
928,2020-05-19,84.6,751
929,2023-03-31,114.60000000000001,388
930,2020-02-02,80.7,851
931,2020-05-17,63.8,719
932,2020-03-07,144.1,430
933,2023-06-04,89.19999999999999,809
934,2020-11-17,166.7,408
935,2023-04-23,61.1,408
936,2021-04-25,89.8,624
937,2023-02-27,156.0,367
938,2022-04-23,64.8,477
939,2020-01-20,82.2,434
940,2020-09-29,127.6,678
941,2023-01-02,178.5,799
942,2021-01-06,70.8,192
943,2020-09-12,96.8,117
944,2022-09-15,121.0,511
945,2022-06-28,86.0,948
946,2022-01-24,59.1,72
947,2022-08-14,67.0,781
948,2023-07-08,119.9,206
949,2022-02-04,41.3,15
950,2023-04-29,38.4,973
951,2020-12-27,93.60000000000001,513
952,2020-03-16,49.1,609
953,2021-08-30,207.9,346
954,2021-06-22,31.8,501
955,2020-10-26,51.2,579
956,2020-12-04,117.0,780
957,2023-03-27,93.0,116
958,2023-01-03,168.3,957
959,2022-11-09,122.30000000000001,776
960,2021-03-13,32.5,122
961,2022-09-15,225.4,716
962,2022-05-02,95.9,847
963,2022-02-25,90.0,310
964,2021-07-19,194.8,24
965,2022-12-09,139.4,187
966,2022-01-06,90.9,505
967,2021-02-05,149.2,620
968,2021-01-16,100.7,399
969,2021-01-04,166.3,735
970,2023-01-07,97.4,63
971,2023-09-18,66.9,67
972,2021-06-28,106.8,663
973,2022-10-27,33.2,625
974,2023-05-28,83.39999999999999,735
975,2021-02-01,118.6,236
976,2021-05-20,60.7,946
977,2022-01-20,132.1,901
978,2021-01-18,162.7,112
979,2022-08-07,129.5,751
980,2023-08-31,128.9,874
981,2022-08-31,47.300000000000004,207
982,2020-12-01,87.9,594
983,2022-02-15,53.3,238
984,2020-12-23,122.5,519
985,2021-11-11,92.8,392
986,2020-04-19,199.7,179
987,2020-07-27,96.8,474
988,2022-09-29,84.5,751
989,2023-09-15,30.6,257
990,2022-04-08,120.7,691
991,2020-01-23,154.5,984
992,2021-06-02,75.2,551
993,2021-07-22,111.2,263
994,2021-03-18,82.9,288
995,2021-01-15,156.8,390
996,2020-04-26,35.7,935
997,2022-11-10,107.7,454
998,2021-08-12,96.30000000000001,333
999,2022-08-05,115.0,368
1000,2022-04-14,117.4,118
